seminar_id,semester,urm,female,urm_female,region
f9aa5c11125bb80f7dc6b59d9a9ba76d,2015-01-01,1,0,0,West
0652178a0c16fcd5527b5d7a55086c6e,2019-08-01,1,1,0,South
6721486662e18240ac5174019862f103,2018-08-01,1,0,0,South
5ec582c71661d682568ac0e626a1f15d,2019-01-01,1,0,0,South
afc39fcab8594bf73e01cd0ae704bb18,2019-08-01,1,0,0,South
5bae3d3b5bf3b5f4146d6d682a853dac,2019-01-01,1,0,0,South
f5e37f7c24832137f4235e67fad8bf13,2018-01-01,1,0,0,South
f5e37f7c24832137f4235e67fad8bf13,2018-01-01,1,0,0,South
56b54b1eec2e5044caba88c91c1fab6f,2018-08-01,1,0,0,South
264c7da2723b054015154aec98097475,2014-08-01,1,0,0,West
816e86ffecde0ba519a18e7c43df9786,2015-08-01,1,1,0,South
ef4f1914e98236c4d9965e0e0cea364d,2015-08-01,1,0,0,Northeast
d4bf3f0c06ff022251ac7512010c3b92,2019-01-01,1,1,0,Northeast
1ee64e8a2242ae878e4fa5c033187819,2018-08-01,1,0,0,Northeast
bdde97f1c1b939d6815fba995c2e681a,2016-01-01,1,1,0,Northeast
f2c33e557905d9b57ce40a253c3d8690,2015-01-01,1,1,0,NA
4584d1a15a8aca58c37a0b177621d2ba,2016-01-01,1,0,0,NA
b76c49040c64239d828a6325e9ec03c9,2015-08-01,1,1,0,NA
44cb9ff4a320da079322069b0136c77f,2015-08-01,1,0,0,NA
7083c027e45673bad8d85899af636ff0,2015-01-01,1,0,0,NA
e46dcd46153b1526bb5d176da7d65586,2019-01-01,1,0,0,NA
a02b26f060db3cb7eaf6cd5a909fd4d1,2015-08-01,1,0,0,NA
cb779b651b5f60720dbc16a494d2921e,2014-08-01,1,0,0,NA
e20c84463c55065054bca27c954c2f50,2015-08-01,1,0,0,NA
f18fc4034d1ab1455eefc958949ff5c4,2017-01-01,1,0,0,NA
06e47604fe3f2c0719350887f5821bd7,2017-01-01,1,0,0,NA
ca6e14bc1598fdc47196c448fb9518f3,2019-08-01,1,0,0,NA
dfd2ad29c307b2c6ed4c30e4c03eddf2,2019-01-01,1,1,0,NA
0954235eec30117d60728462b02319b6,2017-01-01,1,0,0,NA
ff8d4a04582b3645f049202e637f4550,2018-01-01,1,1,0,NA
7bc0869cb96c9d0a54b2dfb40dec3b71,2018-08-01,1,0,0,NA
caf22460c491d8d57cf6aaa030bb66d4,2018-01-01,1,0,0,NA
0782d5767d4469ce4cf679677b962d14,2019-08-01,1,0,0,NA
90264bf5a89a4f093f04a77c92ffd895,2017-08-01,1,0,0,NA
82e265e1dc940279f072464802a8ab5f,2019-01-01,1,0,0,NA
da3a1eae4c697e5f57e24fa9cce2e9ed,2017-08-01,1,1,0,NA
da3a1eae4c697e5f57e24fa9cce2e9ed,2018-08-01,1,1,0,NA
26e70f9d84d6b4fa4ff9d31144f03a59,2014-08-01,1,0,0,NA
57ac0b9455bb4b7b628f33a70ab8e9b8,2015-01-01,1,0,0,NA
30ee6c5f7858985f03f0063536df2f21,2015-08-01,1,0,0,NA
d581ff1b33a8840d8ca93ca4ad1b6918,2019-01-01,1,1,0,NA
d6df787c4123c9fa9008413320ce10d7,2017-01-01,1,0,0,NA
011cfcd2c7e5a1284d276943ea716e55,2017-01-01,1,0,0,NA
864fe62471624497d889b5475e1f4bdc,2016-01-01,1,1,0,NA
237def1591cda7883941ba489d985c7a,2017-08-01,1,1,0,NA
dcfc0bd259b593d64a5456b4ac3f1463,2018-01-01,1,0,0,NA
6b6813fc0a1373900e1074a8c882ef32,2016-01-01,1,1,0,NA
34cac6d0efdd5aa2332215c371190b75,2014-08-01,1,0,0,NA
f89cc5606517196cc9b1d60c0b41fd8f,2017-01-01,1,0,0,NA
51d44f117a7d231360805b36e19e0fe4,2016-01-01,1,0,0,NA
385aba08fe3f458ebc7461c68138149c,2015-08-01,1,0,0,NA
946d864a6f9405d3b319fd7db3ad126b,2017-08-01,1,0,0,NA
3201a58ec487273f10a79441a0fc9f12,2018-08-01,1,0,0,NA
e7559571b5a1934b6224597aff2e6a14,2016-01-01,1,0,0,NA
b80095b2a9b0dfc052d9fca144ea1a39,2019-08-01,1,0,0,NA
f51c3ce916983a6a275d7febef374c08,2017-01-01,1,0,0,NA
b928341d786e46bc78ba69b532c99213,2019-01-01,1,0,0,NA
d0267dda9881cbc987f30fa8e816b091,2017-08-01,1,0,0,NA
3505cc999b65067f16bd0ae94968acf0,2014-08-01,1,1,0,NA
81a683b2d58c987cde463e276663324f,2015-01-01,1,0,0,NA
d6ae8e0088456bdd6f6e1e9df2e82a9a,2017-01-01,1,0,0,NA
cd0c0f1495d66b99230f872f00b11232,2016-01-01,1,0,0,NA
5f8e679c245fe478d80f0a1360f187de,2017-08-01,1,1,0,NA
fee79e8311c4f16b860a61a16e8d2a60,2015-01-01,1,0,0,NA
eb6a55b3b33f5c2637e4b3ffad0600dd,2017-08-01,1,0,0,NA
426352d51951c79126b7907c5b604647,2017-01-01,1,1,0,NA
25ad9b2d78d4d0323bceeadd4c02beee,2018-01-01,1,0,0,NA
25aa7d24a33e47c4a9063fa6a797bae7,2017-01-01,1,0,0,NA
be65b90036f12a1a0aadc14286601abe,2019-01-01,1,0,0,NA
cf9127e20dc3b6c37073d1ea19158ddc,2017-08-01,1,0,0,NA
5ac16e66b97d2c577af0b722ea514632,2017-01-01,1,0,0,NA
0f89ddce4d8a2916013ea38c19ebcef8,2015-01-01,1,0,0,NA
1fb1e46dd6a2cef8acde3c43c3864086,2018-01-01,1,0,0,NA
06e3ac895a0cdf25d3b9fee550596fb1,2018-08-01,1,0,0,NA
7bc0869cb96c9d0a54b2dfb40dec3b71,2015-01-01,1,0,0,NA
ef2d36fe9a7a963ad6b0f90d131e8eda,2015-01-01,1,0,0,NA
198545011709a5207a6f18f5011fc8c8,2017-01-01,1,0,0,NA
cf9127e20dc3b6c37073d1ea19158ddc,2016-08-01,1,0,0,NA
98c7452c1ea88b62a1c66644675e0cb6,2014-08-01,1,0,0,NA
220cf9b21f10b5730018943dd4280978,2016-01-01,1,0,0,NA
036e77d7d85dc3825b894e9cbd7162d7,2019-01-01,1,0,0,NA
e358f912b4fe95b6064954a674ad7a5f,2015-01-01,1,0,0,NA
6b6813fc0a1373900e1074a8c882ef32,2018-01-01,1,1,0,NA
de7faa4d602c953f3c92a97342b8cda3,2018-08-01,1,0,0,NA
795477d8dcd44691374e9f51d02cd8bf,2018-01-01,1,0,0,NA
883333154065522a7b4771a32c860f2b,2019-01-01,1,0,0,NA
4e8aace080fd5549de18df4459e81716,2019-01-01,1,0,0,NA
8d42981225ef228787092a087201cb90,2019-01-01,1,0,0,NA
065323bbacdaf7a8cb9e120cf469184e,2017-08-01,1,0,0,NA
03bcc5739aac98d347975c535b9ade5d,2019-08-01,1,0,0,NA
ca9a38f37ae40e2f8515c6ffe247a4ea,2019-08-01,1,0,0,NA
d8a56274f60a2405f1bb94c8e0e32bf9,2017-08-01,1,0,0,NA
7c5cedde43d391bb3f7ed27858968da4,2018-08-01,1,0,0,NA
4ee7fd3e1c01423ec9fc5bc4eda87810,2018-08-01,1,0,0,NA
f65f32f3dc5bb1984a44a7ddd22c2068,2014-08-01,1,0,0,NA
913c21eb1ebf2a1fd611c64cae08e56d,2016-01-01,1,0,0,NA
682b68a851a0e5045275dbfaa2769c61,2019-08-01,1,0,0,NA
83e456cacd3f0455a44809baf1fbd4a6,2019-08-01,1,0,0,NA
d7eec3e77852c75d988e43b726242f9d,2017-08-01,1,0,0,NA
2247ac86aaa546b77f6d8c31e8a09375,2016-01-01,1,0,0,NA
63ea7278319b17bc750f417e6f55c491,2018-01-01,1,0,0,NA
8c5fe5168648ea9852e91105c80142ad,2017-08-01,1,0,0,NA
9dafaffe437466de7f596b2389a677d2,2015-01-01,1,0,0,NA
e46dcd46153b1526bb5d176da7d65586,2019-01-01,1,0,0,NA
4069b2ebd64a339b168478ad790e57b7,2019-01-01,1,0,0,NA
592cfb62faf1c06e987427b150183129,2015-01-01,1,0,0,NA
78a534c16a6a57e8e030d0dd40119e4f,2016-08-01,1,0,0,NA
75be9be0afc825ba7e6c081723e78e9f,2018-01-01,1,1,0,NA
116599d35a0fad4843502ef61d5b24d5,2015-01-01,1,0,0,NA
5ec42627d0950a43a3c7f7e5aab1fd24,2016-08-01,1,0,0,NA
a6033872ada8f8307c881a0fb65ad310,2014-08-01,1,0,0,South
6b7c93669317ceffcc5b0066a428f387,2019-01-01,1,0,0,South
1f8deb9d6117bb6d29c92b59e3fbc59b,2017-08-01,1,0,0,South
e51e76644fdd6e443c2a2e22d252b5f7,2017-01-01,1,0,0,South
346d945619e70ba7ad5496f0691adb4d,2019-08-01,1,0,0,South
bdde97f1c1b939d6815fba995c2e681a,2019-08-01,1,1,0,South
73a24a9d842412a3f106655e0d7eb0b1,2015-01-01,1,1,0,South
65af6de19f7b7f3a4f67a500afa29f9a,2017-08-01,1,0,0,South
8c8d180462c4b631e9ad0e3633707166,2016-08-01,1,0,0,South
a58344f053b6eebc7fafcef83cef4670,2019-01-01,1,0,0,South
67ca1d48f03362d7683801155f737944,2016-08-01,1,1,0,South
9305664ca6013249961cf538d99b0399,2015-08-01,1,1,0,South
93321522e66a14141df6d6a34d7acac3,2014-08-01,1,0,0,South
75a1ddbdbf6b066dc5ad0dc3e317b939,2015-01-01,1,0,0,South
6eca77bd9dc22c0d57d34a26c67e258e,2014-08-01,1,0,0,South
e58830a81e8ef8848702f0f21ca2af86,2018-08-01,1,0,0,South
f45daa5fafea8713ed76cd50f402dffe,2018-08-01,1,0,0,South
533ee27d9b27d14172941aedf19cf4ad,2017-08-01,1,0,0,South
785b15296763e497657eb93727011ce4,2014-08-01,1,0,0,South
bdde97f1c1b939d6815fba995c2e681a,2019-01-01,1,1,0,South
1ba93672412f85782f59f29b32b56e94,2018-08-01,1,0,0,South
d4a4f0c99a5481145afa4b090d6f556a,2015-01-01,1,0,0,South
f26052b6c01377708b703710190e7258,2014-08-01,1,0,0,South
e47b26710b9c5d9158f0cc9ebc1e96df,2019-01-01,1,0,0,South
e428bb8b092b3278ce2ba98a987b9867,2015-01-01,1,1,0,South
e08e1b3331e5a1f3ffa3d29d46d63551,2015-08-01,1,0,0,South
1eb432fa5a6789902f53b02a0a0ce397,2018-08-01,1,0,0,South
b3a6ace61d4033f5b9312eddf6449708,2014-08-01,1,1,0,South
e7d47285d1981bae24d06f1d2af07fb4,2019-01-01,1,0,0,South
bdf2fc44bcd34a90c71282915316ac05,2017-08-01,1,0,0,South
d66e5e9a570e6ecdefb4f43821ff66b9,2016-08-01,1,0,0,South
f3772a35dd28b77eedbcffcdc7a8a91d,2016-01-01,1,0,0,South
57a7155f2dd9ad1121738c0408609f92,2019-08-01,1,0,0,South
ba4242e099ab53ea1039e5970c4a141f,2016-01-01,1,0,0,South
124115f8e683f00b002824a00cfd56d4,2019-08-01,1,0,0,South
55d4b508e47937fd49c3fa49e8a89d5c,2017-01-01,1,0,0,South
bc11f5e9a4a459393e244a27a96ad4d8,2016-01-01,1,0,0,South
56d523f4afe826c55c24a9e4ab44070e,2017-01-01,1,0,0,South
4b04780946b420b5f66ef7b905455ddc,2019-01-01,1,1,0,South
346e59bf00435a91b17081f08fb79890,2019-01-01,1,0,0,South
46db556c40e4f87e320131110127598d,2016-08-01,1,1,0,South
173aea395a1d6eab4b8c3111648962e7,2018-08-01,1,1,0,NA
cb479bc9764ff25b5878eb2f2bc8ccdd,2018-08-01,1,0,0,NA
061fb625c9bce7e86d94b42914ab6599,2018-08-01,1,0,0,NA
762992969033a5a52386b6f746af9510,2018-08-01,1,0,0,NA
1dc4d4bb887d4282f3dc994eb3aff105,2018-08-01,1,0,0,NA
19c36e9e8e8542c46a58cde9ecdea67b,2018-08-01,1,0,0,NA
a404071097a7e8a05a6a5cad5937d950,2018-08-01,1,0,0,NA
db69393b38c09649814934fac014ceda,2017-01-01,1,0,0,NA
b66800146b100f052451180b0ffec469,2018-08-01,1,1,0,NA
95878be8449e4609c5bc1ee9628b3408,2018-08-01,1,0,0,NA
5b136bc2d1f570ae94d6f4d52f30ce2e,2018-08-01,1,0,0,NA
302b8ce95ed2e0d8197e5348d791aad0,2018-08-01,1,0,0,NA
f65e09c0ee65bffae9f16a9ce3a9ae2e,2018-08-01,1,0,0,NA
63de6f0cda3944fb3710f50ab4b02f07,2018-08-01,1,0,0,NA
7d491e936c09bc7414280d31494190f7,2019-01-01,1,1,0,NA
0cffb80fec0a3368c6219f4e4be18698,2016-08-01,1,1,0,NA
5f39ed96d3b0b9f9524bf7008841f5ed,2016-01-01,1,0,0,NA
302b8ce95ed2e0d8197e5348d791aad0,2014-08-01,1,0,0,NA
107f6144175cc0eb2ee8c34501f0a262,2016-08-01,1,0,0,NA
9062cf778f228895223915a27b1fa4d7,2016-01-01,1,0,0,NA
bd9ad64865d522ca0162368fddc8d839,2014-08-01,1,0,0,NA
974e91c7784108fb5442a9ac9706c723,2019-08-01,1,0,0,NA
011cfcd2c7e5a1284d276943ea716e55,2018-01-01,1,0,0,NA
d7a3bccacffb83d8444b96afba0ceebd,2016-01-01,1,1,0,NA
6a702131cfa399eb6a651011a3fcaa9f,2017-08-01,1,0,0,NA
9ee904cf9847c827fc7892652ccdc192,2018-01-01,1,0,0,NA
b7dc495d6ee93c7b0dce079640b324f5,2015-08-01,1,0,0,NA
a3068df141edf70562a09a5682e54fe6,2014-08-01,1,0,0,NA
ff8d4a04582b3645f049202e637f4550,2018-01-01,1,1,0,NA
734eb9ae8bef52974e1304a31c757251,2019-01-01,1,0,0,NA
99f8c77396a782094d9a76107103d919,2015-08-01,1,0,0,NA
056377d0dbd69632f059e5c8593bded1,2017-01-01,1,1,0,NA
649d3fc07510a58e950fe9671240b6d7,2016-08-01,1,0,0,NA
c4e5bd308b175bd0ef1eab8f3f866858,2018-01-01,1,0,0,NA
493a28898d5be5bbd0bf29ae27954d1a,2015-08-01,1,1,0,NA
3118ad6cdcea62700987cf7ad72eb3ac,2015-01-01,1,1,0,NA
f65e09c0ee65bffae9f16a9ce3a9ae2e,2015-08-01,1,0,0,NA
8030821839d3afd2b772a7f59b975c5a,2015-08-01,1,0,0,NA
d419a22630d3fffcab115c2dc1e78d75,2019-08-01,1,0,0,NA
0782d5767d4469ce4cf679677b962d14,2019-01-01,1,0,0,NA
ac7b37e4d917e54e6c7dc561945de8da,2016-01-01,1,1,0,NA
6ddc4a7349562d7925c514682ec956fa,2016-01-01,1,0,0,NA
486ca1d29b22faf930a272cf9070908a,2019-01-01,1,1,0,NA
f30a8e5b370758efa7398ff92780ffa5,2015-01-01,1,1,0,NA
d9d7dba1104594685c9133f0023dbebc,2016-08-01,1,0,0,NA
3314f116be12d75bf760088298ff75f8,2017-01-01,1,0,0,NA
44cb9ff4a320da079322069b0136c77f,2017-01-01,1,0,0,NA
e838d53b886374156602383cfe9a8087,2015-08-01,1,1,0,NA
49517cf0930a07cfe9ceec99e67ad413,2017-01-01,1,0,0,NA
93ce4a6b31b29fafa801c3d737cd512a,2018-01-01,1,1,0,NA
cc0145f7474884eedf0ae7a3578bb8e3,2016-08-01,1,0,0,NA
e598bcf71af612ff629426ab8c3a747e,2016-01-01,1,0,0,NA
46bf9dfc99662b825fc40d0355919e59,2019-08-01,1,0,0,NA
4f05763775dad1ba879712c1180b5a88,2018-01-01,1,0,0,NA
